Number,Season,Terrain,Species
S596,Autumn,Mesa,Rhinolophus pusillus
S597,Autumn,Mesa,Rhinolophus pusillus
S598,Autumn,Mesa,Rhinolophus pusillus
S599,Autumn,Mesa,Rhinolophus pusillus
S600,Autumn,Mesa,Rhinolophus pusillus
S601,Autumn,Mesa,Rhinolophus pusillus
S602,Autumn,Plain,Tylonycteris pachypus
S603,Autumn,Plain,Tylonycteris pachypus
S604,Autumn,Plain,Tylonycteris pachypus
S605,Autumn,Plain,Tylonycteris pachypus
S606,Autumn,Plain,Tylonycteris pachypus
S607,Autumn,Plain,Tylonycteris pachypus
S608,Autumn,Plain,Tylonycteris pachypus
S609,Autumn,Plain,Tylonycteris pachypus
S610,Autumn,Plain,Tylonycteris pachypus
S611,Autumn,Plain,Tylonycteris pachypus
S612,Autumn,Plain,Tylonycteris pachypus
S613,Autumn,Plain,Tylonycteris pachypus
S614,Autumn,Plain,Tylonycteris pachypus
S615,Autumn,Plain,Tylonycteris pachypus
S616,Autumn,Plain,Tylonycteris pachypus
S617,Autumn,Plain,Tylonycteris pachypus
S618,Autumn,Plain,Tylonycteris pachypus
S619,Autumn,Plain,Tylonycteris pachypus
S620,Autumn,Plain,Tylonycteris pachypus
S621,Autumn,Plain,Tylonycteris pachypus
S622,Autumn,Plain,Tylonycteris pachypus
S623,Autumn,Plain,Tylonycteris pachypus
S624,Autumn,Plain,Tylonycteris pachypus
S625,Autumn,Plain,Tylonycteris pachypus
S626,Autumn,Plain,Tylonycteris pachypus
S627,Autumn,Plain,Tylonycteris pachypus
S628,Autumn,Plain,Tylonycteris pachypus
S629,Autumn,Plain,Tylonycteris pachypus
S630,Autumn,Plain,Pipistrellus abramus
S631,Autumn,Plain,Pipistrellus abramus
S632,Autumn,Plain,Pipistrellus abramus
S633,Autumn,Plain,Pipistrellus abramus
S634,Autumn,Plain,Pipistrellus abramus
S635,Autumn,Plain,Pipistrellus abramus
S636,Autumn,Plain,Pipistrellus abramus
S637,Autumn,Plain,Pipistrellus abramus
S638,Autumn,Plain,Pipistrellus abramus
S639,Autumn,Plain,Pipistrellus abramus
S640,Autumn,Plain,Pipistrellus abramus
S641,Autumn,Plain,Pipistrellus abramus
S642,Autumn,Plain,Pipistrellus abramus
S643,Autumn,Plain,Pipistrellus abramus
S644,Autumn,Plain,Pipistrellus abramus
S645,Autumn,Plain,Pipistrellus abramus
S646,Autumn,Plain,Pipistrellus abramus
S647,Autumn,Plain,Pipistrellus abramus
S648,Autumn,Plain,Pipistrellus abramus
S649,Autumn,Plain,Pipistrellus abramus
S650,Autumn,Plain,Pipistrellus abramus
S651,Autumn,Plain,Pipistrellus abramus
S652,Spring,Mesa,Rhinolophus pusillus
S653,Autumn,Hill,Rhinolophus pusillus
S654,Autumn,Hill,Rhinolophus pusillus
S655,Autumn,Hill,Rhinolophus pusillus
S656,Autumn,Hill,Rhinolophus pusillus
S657,Autumn,Hill,Rhinolophus pusillus
S658,Autumn,Hill,Rhinolophus pusillus
S659,Autumn,Hill,Rhinolophus pusillus
S660,Autumn,Hill,Rhinolophus pusillus
S661,Autumn,Hill,Rhinolophus pusillus
S662,Autumn,Hill,Rhinolophus pusillus
S663,Autumn,Hill,Rhinolophus pusillus
S664,Autumn,Hill,Rhinolophus pusillus
S665,Autumn,Hill,Rhinolophus pusillus
S666,Autumn,Hill,Rhinolophus pusillus
S667,Autumn,Hill,Rhinolophus affinis
S668,Autumn,Hill,Rhinolophus affinis
S669,Autumn,Hill,Rhinolophus affinis
S670,Autumn,Hill,Rhinolophus affinis
S671,Autumn,Hill,Rhinolophus affinis
S672,Autumn,Hill,Rhinolophus affinis
S673,Autumn,Hill,Rhinolophus affinis
S674,Autumn,Hill,Rhinolophus affinis
S675,Autumn,Hill,Rhinolophus affinis
S676,Autumn,Hill,Rhinolophus affinis
S677,Autumn,Hill,Rhinolophus affinis
S678,Autumn,Hill,Rhinolophus affinis
S679,Autumn,Hill,Rhinolophus affinis
S680,Autumn,Hill,Rhinolophus affinis
S681,Autumn,Plain,Tylonycteris pachypus
S682,Autumn,Plain,Tylonycteris robustula
S683,Autumn,Plain,Tylonycteris pachypus
S684,Autumn,Plain,Tylonycteris pachypus
S685,Autumn,Plain,Tylonycteris pachypus
S686,Autumn,Plain,Tylonycteris pachypus
S687,Autumn,Plain,Tylonycteris pachypus
S688,Autumn,Plain,Tylonycteris pachypus
S689,Autumn,Plain,Tylonycteris pachypus
S690,Autumn,Plain,Tylonycteris pachypus
S691,Autumn,Plain,Tylonycteris pachypus
S692,Autumn,Plain,Tylonycteris pachypus
S693,Autumn,Plain,Tylonycteris pachypus
S694,Autumn,Plain,Tylonycteris pachypus
S695,Autumn,Plain,Tylonycteris pachypus
S696,Autumn,Plain,Tylonycteris pachypus
S697,Autumn,Plain,Tylonycteris pachypus
S698,Autumn,Plain,Tylonycteris pachypus
S699,Autumn,Plain,Tylonycteris pachypus
S700,Autumn,Plain,Tylonycteris pachypus
S701,Autumn,Plain,Tylonycteris pachypus
S702,Autumn,Plain,Tylonycteris pachypus
S703,Autumn,Plain,Tylonycteris pachypus
S704,Autumn,Plain,Tylonycteris pachypus
S705,Autumn,Plain,Tylonycteris pachypus
S706,Autumn,Plain,Tylonycteris pachypus
S707,Autumn,Plain,Tylonycteris pachypus
S708,Autumn,Plain,Tylonycteris pachypus
S709,Autumn,Plain,Tylonycteris pachypus
S710,Autumn,Plain,Tylonycteris pachypus
S711,Autumn,Plain,Tylonycteris pachypus
S712,Autumn,Plain,Tylonycteris pachypus
S713,Autumn,Plain,Tylonycteris pachypus
S714,Autumn,Plain,Tylonycteris pachypus
S715,Autumn,Plain,Tylonycteris pachypus
S716,Autumn,Plain,Tylonycteris pachypus
S717,Autumn,Plain,Tylonycteris pachypus
S718,Autumn,Plain,Tylonycteris pachypus
S719,Autumn,Plain,Tylonycteris pachypus
S720,Autumn,Mesa,Tylonycteris pachypus
S721,Autumn,Mesa,Tylonycteris pachypus
S722,Autumn,Mesa,Tylonycteris pachypus
S723,Autumn,Mesa,Tylonycteris pachypus
S724,Autumn,Mesa,Tylonycteris pachypus
S725,Autumn,Mesa,Tylonycteris pachypus
S726,Autumn,Mesa,Tylonycteris pachypus
S727,Autumn,Mesa,Tylonycteris pachypus
S728,Autumn,Mesa,Tylonycteris pachypus
S729,Autumn,Mesa,Tylonycteris pachypus
S730,Autumn,Mesa,Tylonycteris pachypus
S731,Autumn,Mesa,Tylonycteris pachypus
S732,Autumn,Mesa,Tylonycteris pachypus
S733,Autumn,Mesa,Tylonycteris pachypus
S734,Autumn,Mesa,Tylonycteris pachypus
S735,Autumn,Mesa,Tylonycteris pachypus
S736,Autumn,Mesa,Pipistrellus abramus
S737,Autumn,Mesa,Pipistrellus abramus
S738,Autumn,Mesa,Pipistrellus abramus
S739,Autumn,Mesa,Pipistrellus abramus
S740,Autumn,Mesa,Pipistrellus abramus
S741,Autumn,Mesa,Pipistrellus abramus
S742,Autumn,Mesa,Pipistrellus abramus
S743,Autumn,Mesa,Pipistrellus abramus
S744,Autumn,Mesa,Pipistrellus abramus
S745,Autumn,Mesa,Pipistrellus abramus
S746,Autumn,Mesa,Pipistrellus abramus
S747,Autumn,Mesa,Pipistrellus abramus
S748,Autumn,Mesa,Pipistrellus abramus
S749,Autumn,Mesa,Pipistrellus abramus
S750,Autumn,Mesa,Pipistrellus abramus
S751,Autumn,Mesa,Pipistrellus abramus
S752,Autumn,Mesa,Pipistrellus abramus
S753,Autumn,Mesa,Pipistrellus abramus
S754,Autumn,Mesa,Pipistrellus abramus
S755,Autumn,Mesa,Pipistrellus abramus
S756,Autumn,Mesa,Pipistrellus abramus
S757,Autumn,Mesa,Pipistrellus abramus
S758,Autumn,Mesa,Pipistrellus abramus
S759,Autumn,Mesa,Pipistrellus abramus
S760,Autumn,Mesa,Pipistrellus abramus
S761,Autumn,Mesa,Pipistrellus abramus
S762,Autumn,Mesa,Pipistrellus abramus
S763,Autumn,Mesa,Pipistrellus abramus
S764,Autumn,Mesa,Pipistrellus abramus
S765,Autumn,Mesa,Pipistrellus abramus
S766,Autumn,Mesa,Pipistrellus abramus
S767,Autumn,Mesa,Pipistrellus abramus
S768,Autumn,Mesa,Pipistrellus abramus
S769,Autumn,Mesa,Pipistrellus abramus
S770,Autumn,Mesa,Pipistrellus abramus
S771,Autumn,Mesa,Pipistrellus abramus
S772,Autumn,Mesa,Pipistrellus abramus
S773,Autumn,Mesa,Pipistrellus abramus
S774,Autumn,Mesa,Pipistrellus abramus
S775,Autumn,Mesa,Pipistrellus abramus
S776,Autumn,Mesa,Pipistrellus abramus
S777,Autumn,Mesa,Pipistrellus abramus
S778,Autumn,Mesa,Pipistrellus abramus
S779,Autumn,Mesa,Pipistrellus abramus
S780,Autumn,Mesa,Pipistrellus abramus
S781,Autumn,Mesa,Pipistrellus abramus
S782,Autumn,Mesa,Pipistrellus abramus
S783,Autumn,Mesa,Pipistrellus abramus
S784,Autumn,Mesa,Pipistrellus abramus
S785,Autumn,Plain,Pipistrellus abramus
S786,Autumn,Plain,Pipistrellus abramus
S787,Autumn,Plain,Pipistrellus abramus
S788,Autumn,Plain,Pipistrellus abramus
S789,Autumn,Plain,Pipistrellus abramus
S790,Autumn,Plain,Pipistrellus abramus
S791,Autumn,Mesa,Hipposideros pomona
S792,Autumn,Mesa,Hipposideros pomona
S793,Autumn,Mesa,Hipposideros pomona
S794,Autumn,Mesa,Hipposideros pomona
S795,Autumn,Mesa,Hipposideros pomona
S796,Autumn,Mesa,Hipposideros pomona
S797,Autumn,Mesa,Hipposideros pomona
S798,Autumn,Mesa,Hipposideros pomona
S799,Autumn,Mesa,Hipposideros pomona
S800,Autumn,Mesa,Hipposideros pomona
S801,Autumn,Mesa,Hipposideros pomona
S802,Autumn,Mesa,Hipposideros pomona
S803,Autumn,Mesa,Hipposideros pomona
S804,Autumn,Mesa,Hipposideros pomona
S805,Autumn,Mesa,Hipposideros pomona
S806,Autumn,Mesa,Hipposideros pomona
S807,Autumn,Mesa,Hipposideros pomona
S808,Autumn,Mesa,Hipposideros pomona
S809,Autumn,Mesa,Hipposideros pomona
S810,Autumn,Mesa,Hipposideros pomona
S811,Autumn,Mesa,Hipposideros pomona
S812,Autumn,Mesa,Hipposideros pomona
S813,Autumn,Mesa,Hipposideros pomona
S814,Autumn,Mesa,Hipposideros pomona
S815,Autumn,Mesa,Hipposideros pomona
S816,Autumn,Mesa,Hipposideros pomona
S817,Autumn,Mesa,Hipposideros pomona
S818,Autumn,Mesa,Hipposideros pomona
S819,Autumn,Mesa,Hipposideros pomona
S820,Autumn,Mesa,Hipposideros pomona
S821,Autumn,Mesa,Hipposideros pomona
S822,Autumn,Mesa,Hipposideros pomona
S823,Autumn,Mesa,Hipposideros pomona
S824,Autumn,Mesa,Hipposideros pomona
S825,Autumn,Mesa,Hipposideros pomona
S826,Autumn,Mesa,Hipposideros pomona
S827,Autumn,Mesa,Hipposideros pomona
S828,Autumn,Mesa,Hipposideros pomona
S829,Autumn,Mesa,Hipposideros pomona
S830,Autumn,Mesa,Hipposideros pomona
S831,Autumn,Mesa,Hipposideros pomona
S832,Autumn,Mesa,Hipposideros pomona
S833,Autumn,Mountain,Hipposideros pomona
S834,Autumn,Plain,Pipistrellus pipistrellus
S835,Autumn,Mountain,Pipistrellus pipistrellus
S836,Autumn,Mountain,Pipistrellus pipistrellus
S837,Autumn,Hill,Pipistrellus pipistrellus
S838,Autumn,Hill,Pipistrellus pipistrellus
S839,Autumn,Mountain,Pipistrellus pipistrellus
S840,Autumn,Mountain,Pipistrellus pipistrellus
S841,Autumn,Mountain,Pipistrellus pipistrellus
S842,Autumn,Mesa,Pipistrellus pipistrellus
S843,Autumn,Mesa,Pipistrellus pipistrellus
S844,Autumn,Mesa,Pipistrellus pipistrellus
S845,Autumn,Mountain,Pipistrellus pipistrellus
S846,Autumn,Mountain,Pipistrellus pipistrellus
S847,Autumn,Mountain,Pipistrellus pipistrellus
S848,Autumn,Mountain,Pipistrellus pipistrellus
S849,Autumn,Mountain,Pipistrellus pipistrellus
S850,Autumn,Hill,Pipistrellus pipistrellus
S851,Autumn,Hill,Pipistrellus pipistrellus
S852,Autumn,Plain,Pipistrellus pipistrellus
S853,Autumn,Plain,Pipistrellus pipistrellus
S854,Autumn,Plain,Pipistrellus pipistrellus
S855,Autumn,Mountain,Pipistrellus abramus
S856,Autumn,Mesa,Pipistrellus abramus
S857,Autumn,Mesa,Pipistrellus abramus
S858,Autumn,Mesa,Pipistrellus abramus
S859,Autumn,Mesa,Pipistrellus abramus
S860,Autumn,Mesa,Pipistrellus abramus
S861,Autumn,Mesa,Pipistrellus abramus
S862,Autumn,Mountain,Pipistrellus abramus
S863,Autumn,Mountain,Pipistrellus abramus
S864,Autumn,Mountain,Pipistrellus abramus
S865,Autumn,Hill,Pipistrellus abramus
S866,Autumn,Plain,Pipistrellus abramus
S867,Autumn,Plain,Pipistrellus abramus
S868,Autumn,Plain,Pipistrellus abramus
S869,Autumn,Plain,Pipistrellus abramus
S870,Autumn,Plain,Pipistrellus abramus
S871,Autumn,Plain,Pipistrellus abramus
S872,Autumn,Plain,Pipistrellus abramus
S873,Autumn,Plain,Pipistrellus abramus
S874,Autumn,Mesa,Pipistrellus abramus
S875,Autumn,Plain,Pipistrellus abramus
S876,Autumn,Plain,Pipistrellus abramus
S877,Autumn,Plain,Pipistrellus abramus
S878,Autumn,Plain,Pipistrellus abramus
S879,Autumn,Plain,Pipistrellus abramus
S880,Autumn,Plain,Pipistrellus abramus
S881,Autumn,Plain,Pipistrellus abramus
S882,Autumn,Plain,Pipistrellus abramus
S883,Autumn,Plain,Pipistrellus abramus
S884,Autumn,Plain,Pipistrellus abramus
S885,Autumn,Plain,Pipistrellus abramus
S886,Autumn,Plain,Pipistrellus abramus
S887,Autumn,Plain,Pipistrellus abramus
S888,Autumn,Plain,Pipistrellus abramus
S889,Autumn,Plain,Pipistrellus abramus
S890,Autumn,Plain,Pipistrellus abramus
S891,Autumn,Plain,Pipistrellus abramus
S892,Autumn,Plain,Pipistrellus abramus
S893,Autumn,Plain,Pipistrellus abramus
S894,Autumn,Plain,Pipistrellus abramus
S895,Autumn,Plain,Pipistrellus abramus
S896,Autumn,Plain,Pipistrellus abramus
S897,Autumn,Plain,Pipistrellus abramus
S898,Autumn,Plain,Pipistrellus abramus
S899,Autumn,Plain,Pipistrellus abramus
S900,Autumn,Plain,Pipistrellus abramus
S901,Autumn,Plain,Pipistrellus abramus
S902,Autumn,Plain,Pipistrellus abramus
S903,Autumn,Plain,Pipistrellus abramus
S904,Autumn,Plain,Pipistrellus abramus
S905,Autumn,Mountain,Rhinolophus pusillus
S906,Autumn,Mountain,Rhinolophus pusillus
S907,Autumn,Mountain,Rhinolophus pusillus
S908,Autumn,Mountain,Rhinolophus pusillus
S909,Autumn,Plain,Rhinolophus pusillus
S910,Autumn,Plain,Rhinolophus pusillus
S911,Autumn,Mesa,Rhinolophus pusillus
S912,Autumn,Mesa,Rhinolophus pusillus
S913,Autumn,Mesa,Rhinolophus pusillus
S914,Autumn,Mesa,Rhinolophus pusillus
S915,Autumn,Mesa,Rhinolophus pusillus
S916,Autumn,Mesa,Rhinolophus pusillus
S917,Autumn,Mesa,Rhinolophus pusillus
S918,Autumn,Mesa,Rhinolophus pusillus
S919,Autumn,Mesa,Rhinolophus pusillus
S920,Autumn,Mesa,Rhinolophus pusillus
S921,Autumn,Mesa,Rhinolophus pusillus
S922,Autumn,Mesa,Rhinolophus pusillus
S923,Autumn,Mesa,Rhinolophus pusillus
S924,Autumn,Mesa,Rhinolophus pusillus
S925,Autumn,Mesa,Rhinolophus pusillus
S926,Autumn,Mesa,Rhinolophus pusillus
S927,Autumn,Mesa,Rhinolophus pusillus
S928,Autumn,Mesa,Rhinolophus pusillus
S929,Autumn,Mesa,Rhinolophus pusillus
S930,Autumn,Mesa,Rhinolophus pusillus
S931,Autumn,Mesa,Rhinolophus pusillus
S932,Autumn,Mesa,Rhinolophus pusillus
S933,Autumn,Mesa,Rhinolophus pusillus
S934,Autumn,Mesa,Rhinolophus pusillus
S935,Autumn,Mesa,Rhinolophus pusillus
S936,Autumn,Mesa,Rhinolophus pusillus
S937,Autumn,Mesa,Rhinolophus pusillus
S938,Autumn,Mesa,Rhinolophus pusillus
S939,Autumn,Plain,Pipistrellus abramus
S940,Autumn,Plain,Pipistrellus abramus
S941,Autumn,Plain,Pipistrellus abramus
S942,Autumn,Plain,Pipistrellus abramus
S943,Autumn,Plain,Pipistrellus abramus
S944,Autumn,Plain,Pipistrellus abramus
S945,Autumn,Plain,Pipistrellus abramus
S946,Autumn,Plain,Pipistrellus abramus
S947,Autumn,Plain,Pipistrellus abramus
S948,Autumn,Plain,Pipistrellus abramus
S949,Autumn,Plain,Pipistrellus abramus
S950,Autumn,Plain,Pipistrellus abramus
S951,Autumn,Plain,Pipistrellus abramus
S952,Autumn,Plain,Pipistrellus abramus
S953,Autumn,Plain,Pipistrellus abramus
S954,Autumn,Plain,Pipistrellus abramus
S955,Autumn,Plain,Pipistrellus abramus
S956,Autumn,Plain,Pipistrellus abramus
S957,Autumn,Plain,Pipistrellus abramus
S958,Autumn,Mesa,Pipistrellus abramus
S959,Autumn,Mesa,Pipistrellus abramus
S960,Autumn,Mesa,Pipistrellus abramus
S961,Autumn,Mesa,Pipistrellus abramus
S962,Autumn,Mesa,Pipistrellus abramus
S963,Autumn,Mesa,Pipistrellus abramus
S964,Autumn,Mesa,Pipistrellus abramus
S965,Autumn,Mesa,Pipistrellus abramus
S966,Autumn,Mesa,Pipistrellus abramus
S967,Autumn,Mesa,Pipistrellus abramus
S968,Autumn,Mesa,Pipistrellus abramus
S969,Autumn,Mesa,Pipistrellus abramus
S970,Autumn,Mesa,Pipistrellus abramus
S971,Autumn,Mesa,Pipistrellus abramus
S972,Autumn,Mesa,Pipistrellus abramus
S973,Autumn,Mesa,Pipistrellus abramus
S974,Autumn,Mesa,Pipistrellus abramus
S975,Autumn,Mountain,Myotis laniger
S976,Autumn,Hill,Myotis laniger
S977,Autumn,Mesa,Myotis laniger
S978,Autumn,Mesa,Myotis laniger
S979,Autumn,Mesa,Myotis laniger
S980,Autumn,Mesa,Myotis laniger
S981,Autumn,Mesa,Myotis laniger
S982,Autumn,Mesa,Myotis laniger
S983,Autumn,Mountain,Myotis laniger
S984,Autumn,Mesa,Myotis laniger
S985,Autumn,Mesa,Myotis laniger
S986,Autumn,Mesa,Myotis laniger
S987,Autumn,Mesa,Myotis laniger
S988,Autumn,Mesa,Myotis laniger
S989,Autumn,Mesa,Myotis laniger
S990,Autumn,Mesa,Myotis laniger
S991,Autumn,Mesa,Myotis laniger
S992,Autumn,Mesa,Myotis laniger
S993,Autumn,Mesa,Myotis laniger
S994,Autumn,Mesa,Myotis laniger
S995,Autumn,Mesa,Myotis laniger
S996,Autumn,Mesa,Myotis laniger
S997,Autumn,Mesa,Myotis laniger
S998,Autumn,Mesa,Myotis laniger
S999,Autumn,Mesa,Myotis laniger
S1000,Autumn,Mesa,Myotis laniger
S1001,Autumn,Mesa,Myotis laniger
S1002,Autumn,Mesa,Myotis laniger
S1003,Autumn,Mesa,Myotis laniger
S1004,Autumn,Mesa,Myotis laniger
S1005,Autumn,Mesa,Myotis laniger
S1006,Autumn,Mesa,Myotis laniger
S1007,Autumn,Mesa,Myotis laniger
S1008,Autumn,Mesa,Myotis laniger
S1009,Autumn,Mesa,Myotis laniger
S1010,Autumn,Plain,Myotis laniger
S1011,Autumn,Mesa,Myotis laniger
S1012,Autumn,Mesa,Myotis laniger
S1013,Autumn,Mesa,Myotis laniger
S1014,Autumn,Mesa,Myotis laniger
S1015,Autumn,Mesa,Myotis laniger
S1016,Autumn,Mesa,Myotis laniger
S1017,Autumn,Mesa,Myotis laniger
S1018,Autumn,Mesa,Myotis laniger
S1019,Autumn,Mesa,Myotis laniger
S1020,Autumn,Mesa,Myotis laniger
S1021,Autumn,Plain,Tylonycteris pachypus
S1022,Autumn,Plain,Tylonycteris pachypus
S1023,Autumn,Plain,Tylonycteris pachypus
S1024,Autumn,Plain,Tylonycteris pachypus
S1025,Autumn,Plain,Tylonycteris pachypus
S1026,Autumn,Plain,Tylonycteris pachypus
S1027,Autumn,Plain,Tylonycteris pachypus
S1028,Autumn,Plain,Tylonycteris pachypus
S1029,Autumn,Plain,Tylonycteris pachypus
S1030,Autumn,Plain,Tylonycteris pachypus
S1031,Autumn,Plain,Tylonycteris pachypus
S1032,Autumn,Plain,Tylonycteris pachypus
S1033,Autumn,Plain,Tylonycteris pachypus
S1034,Autumn,Plain,Tylonycteris pachypus
S1035,Autumn,Plain,Tylonycteris pachypus
S1036,Autumn,Plain,Tylonycteris pachypus
S1037,Autumn,Plain,Tylonycteris pachypus
S1038,Autumn,Plain,Tylonycteris pachypus
S1039,Autumn,Plain,Tylonycteris pachypus
S1040,Autumn,Plain,Tylonycteris pachypus
S1041,Autumn,Plain,Tylonycteris pachypus
S1042,Autumn,Plain,Tylonycteris pachypus
S1043,Autumn,Hill,Rhinolophus pusillus
S1044,Autumn,Hill,Rhinolophus pusillus
S1045,Autumn,Hill,Rhinolophus pusillus
S1046,Autumn,Hill,Rhinolophus pusillus
S1047,Autumn,Hill,Rhinolophus pusillus
S1048,Autumn,Hill,Rhinolophus pusillus
S1049,Autumn,Hill,Rhinolophus pusillus
S1050,Autumn,Hill,Rhinolophus pusillus
S1051,Autumn,Hill,Rhinolophus pusillus
S1052,Autumn,Hill,Rhinolophus pusillus
S1053,Autumn,Hill,Rhinolophus pusillus
S1054,Autumn,Hill,Rhinolophus pusillus
S1055,Autumn,Hill,Rhinolophus pusillus
S1056,Autumn,Hill,Rhinolophus pusillus
S1057,Autumn,Hill,Rhinolophus pusillus
S1058,Autumn,Hill,Rhinolophus pusillus
S1059,Autumn,Hill,Rhinolophus pusillus
S1060,Autumn,Hill,Rhinolophus pusillus
S1061,Autumn,Hill,Rhinolophus pusillus
S1062,Autumn,Mesa,Myotis laniger
S1063,Autumn,Plain,Myotis laniger
S1064,Autumn,Plain,Myotis laniger
S1065,Autumn,Plain,Myotis laniger
S1066,Autumn,Plain,Myotis laniger
S1067,Autumn,Plain,Myotis laniger
S1068,Autumn,Plain,Myotis laniger
S1069,Autumn,Plain,Myotis laniger
S1070,Autumn,Plain,Myotis laniger
S1071,Autumn,Plain,Myotis laniger
S1072,Autumn,Plain,Myotis laniger
S1073,Autumn,Plain,Myotis laniger
S1074,Autumn,Hill,Myotis laniger
S1075,Autumn,Plain,Myotis laniger
S1076,Autumn,Plain,Myotis laniger
S1077,Autumn,Plain,Myotis laniger
S1078,Autumn,Plain,Myotis laniger
S1079,Autumn,Plain,Myotis laniger
S1080,Autumn,Plain,Myotis laniger
S1081,Autumn,Plain,Myotis laniger
S1082,Autumn,Plain,Myotis laniger
S1083,Autumn,Plain,Myotis laniger
S1084,Autumn,Plain,Myotis laniger
S1085,Autumn,Plain,Myotis laniger
S1086,Autumn,Plain,Myotis laniger
S1087,Autumn,Plain,Myotis laniger
S1088,Autumn,Plain,Myotis laniger
S1089,Autumn,Plain,Myotis laniger
S1090,Autumn,Plain,Myotis laniger
S1091,Autumn,Plain,Pipistrellus pipistrellus
S1092,Autumn,Plain,Pipistrellus pipistrellus
S1093,Autumn,Plain,Pipistrellus pipistrellus
S1094,Autumn,Plain,Pipistrellus pipistrellus
S1095,Autumn,Plain,Pipistrellus pipistrellus
S1096,Autumn,Plain,Pipistrellus pipistrellus
S1097,Autumn,Plain,Pipistrellus pipistrellus
S1098,Autumn,Plain,Pipistrellus pipistrellus
S1099,Autumn,Plain,Pipistrellus pipistrellus
S1100,Autumn,Plain,Pipistrellus pipistrellus
S1101,Autumn,Plain,Pipistrellus pipistrellus
S1102,Autumn,Plain,Pipistrellus pipistrellus
S1103,Autumn,Mesa,Pipistrellus abramus
S1104,Autumn,Mesa,Pipistrellus abramus
S1105,Autumn,Mesa,Pipistrellus abramus
S1106,Autumn,Mesa,Pipistrellus abramus
S1107,Autumn,Mesa,Pipistrellus abramus
S1108,Autumn,Mesa,Pipistrellus abramus
S1109,Autumn,Mesa,Pipistrellus abramus
S1110,Autumn,Mesa,Pipistrellus abramus
S1111,Autumn,Mesa,Pipistrellus abramus
S1112,Autumn,Mesa,Pipistrellus abramus
S1113,Autumn,Mesa,Pipistrellus abramus
S1114,Autumn,Mesa,Pipistrellus abramus
S1115,Autumn,Mesa,Pipistrellus abramus
S1116,Autumn,Mesa,Pipistrellus abramus
S1117,Autumn,Mesa,Pipistrellus abramus
S1118,Autumn,Mesa,Pipistrellus abramus
S1119,Autumn,Plain,Pipistrellus abramus
S1120,Autumn,Plain,Pipistrellus abramus
S1121,Autumn,Hill,Miniopterus pusillus
S1122,Autumn,Hill,Miniopterus pusillus
S1123,Autumn,Hill,Miniopterus pusillus
S1124,Autumn,Hill,Miniopterus pusillus
S1125,Autumn,Hill,Miniopterus pusillus
S1126,Autumn,Hill,Miniopterus pusillus
S1127,Autumn,Plain,Miniopterus pusillus
S1128,Autumn,Plain,Miniopterus pusillus
S1129,Autumn,Plain,Miniopterus pusillus
S1130,Autumn,Plain,Miniopterus pusillus
S1131,Autumn,Plain,Miniopterus pusillus
S1132,Autumn,Plain,Miniopterus pusillus
S1133,Autumn,Plain,Miniopterus pusillus
S1134,Autumn,Plain,Miniopterus pusillus
S1135,Autumn,Plain,Miniopterus pusillus
S1136,Autumn,Plain,Miniopterus pusillus
S1137,Autumn,Plain,Miniopterus pusillus
S1138,Autumn,Plain,Miniopterus pusillus
S1139,Autumn,Plain,Miniopterus pusillus
S1140,Autumn,Plain,Miniopterus pusillus
S1141,Autumn,Plain,Miniopterus pusillus
S1142,Autumn,Plain,Miniopterus pusillus
S1143,Autumn,Plain,Miniopterus pusillus
S1144,Autumn,Plain,Miniopterus pusillus
S1145,Autumn,Plain,Miniopterus pusillus
S1146,Autumn,Plain,Miniopterus pusillus
S1147,Autumn,Plain,Miniopterus pusillus
S1148,Autumn,Plain,Miniopterus pusillus
S1149,Autumn,Plain,Miniopterus pusillus
S1150,Autumn,Plain,Miniopterus pusillus
S1151,Autumn,Plain,Miniopterus pusillus
S1152,Autumn,Plain,Miniopterus pusillus
S1153,Autumn,Plain,Miniopterus pusillus
S1154,Autumn,Mountain,Myotis ricketti
S1155,Autumn,Mountain,Myotis ricketti
S1156,Autumn,Mountain,Myotis ricketti
S1157,Autumn,Mountain,Myotis ricketti
S1158,Autumn,Mountain,Myotis ricketti
S1159,Autumn,Mountain,Myotis ricketti
S1160,Autumn,Mountain,Myotis ricketti
S1161,Autumn,Mountain,Myotis ricketti
S1162,Autumn,Mountain,Myotis ricketti
